,Season,Player,Team(s),Minutes,Offense Position,Offensive Archetype,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
5786,2012-13,Maalik Wayns,LAC/PHI,202,PG,Primary Ball Handler,0.07,-1.71,-0.48,-1.23
5787,2019-20,Marco Belinelli,SAS,883,SG,Movement Shooter,0.40,-1.71,-0.04,-1.67
5788,2016-17,Noah Vonleh,POR,1265,PF,Roll + Cut Big,0.50,-1.71,-2.89,1.18
5789,2021-22,Norman Powell,POR/LAC,1458,SF,Secondary Ball Handler,0.60,-1.71,0.29,-2.00
5790,2015-16,Paul Pierce,LAC,1231,SF,Movement Shooter,0.40,-1.71,-1.38,-0.33
5791,2016-17,Sam Dekker,HOU,1419,PF,Athletic Finisher,0.60,-1.71,-1.02,-0.69
5792,2018-19,Shake Milton,PHI,268,SG,Athletic Finisher,0.10,-1.71,-0.85,-0.86
5793,2010-11,Steve Novak,DAL/SAS,215,SF,Stationary Shooter,0.08,-1.71,-0.11,-1.60
5794,2018-19,Tim Frazier,NOP/MIL,1120,PG,Secondary Ball Handler,0.50,-1.71,-0.88,-0.83
5795,2018-19,Trae Young,ATL,2503,PG,Primary Ball Handler,1.00,-1.71,1.61,-3.32
5796,2018-19,Troy Daniels,PHO,760,SG,Off Screen Shooter,0.30,-1.71,-0.39,-1.33
5797,2019-20,Wes Iwundu,ORL,953,SF,Athletic Finisher,0.40,-1.71,-1.65,-0.06
5798,2018-19,Alex Poythress,ATL,305,PF,Athletic Finisher,0.10,-1.72,-1.90,0.18
5799,2020-21,Ben McLemore,HOU/LAL,905,SG,Off Screen Shooter,0.40,-1.72,-0.51,-1.21
5800,2015-16,Dante Cunningham,NOP,1971,SF,Athletic Finisher,0.70,-1.72,-1.28,-0.44
5801,2016-17,Evan Turner,POR,1658,SF,Shot Creator,0.60,-1.72,-1.93,0.21
5802,2021-22,Facundo Campazzo,DEN,1184,PG,Secondary Ball Handler,0.50,-1.72,-1.77,0.05
5803,2017-18,Jason Terry,MIL,814,SG,Stationary Shooter,0.30,-1.72,-1.74,0.01
5804,2021-22,Javonte Smart,MIL/MIA,200,PG,Secondary Ball Handler,0.10,-1.72,-1.34,-0.39
5805,2009-10,Jeff Ayres,POR,405,C,Athletic Finisher,0.16,-1.72,-2.38,0.66
5806,2019-20,Jeff Green,UTA/HOU,960,C,Athletic Finisher,0.40,-1.72,-1.13,-0.59
5807,2016-17,Jerami Grant,PHI/OKC,1531,PF,Athletic Finisher,0.60,-1.72,-2.02,0.30
5808,2015-16,Joe Ingles,UTA,1241,SF,Stationary Shooter,0.40,-1.72,-1.42,-0.30
5809,2019-20,Kevin Hervey,OKC,52,PF,Stationary Shooter,0.00,-1.72,-1.69,-0.04
5810,2021-22,Killian Tillie,MEM,461,C,Stationary Shooter,0.20,-1.72,-1.79,0.07
5811,2015-16,Kosta Koufos,SAC,1482,C,Post Scorer,0.50,-1.72,-1.81,0.09
5812,2015-16,Luis Scola,TOR,1636,PF,Post Scorer,0.60,-1.72,-1.97,0.25
5813,2011-12,Martell Webster,MIN,1140,SF,Stationary Shooter,0.40,-1.72,-0.35,-1.37
5814,2022-23,Max Strus,MIA,2272,SF,Movement Shooter,1.00,-1.72,-0.98,-0.73
5815,2019-20,Nic Claxton,BRK,187,C,Athletic Finisher,0.10,-1.72,-1.69,-0.03
5816,2013-14,Perry Jones III,OKC,764,PF,Athletic Finisher,0.30,-1.72,-1.22,-0.50
5817,2020-21,Rayjon Tucker,PHI,68,PG,Secondary Ball Handler,0.00,-1.72,-1.23,-0.49
5818,2014-15,Robbie Hummel,MIN,742,SF,Athletic Finisher,0.30,-1.72,-0.95,-0.77
5819,2015-16,Sasha Kaun,CLE,95,C,Post Scorer,0.00,-1.72,-1.77,0.05
5820,2009-10,Sebastian Telfair,CLE/LAC,659,PG,Shot Creator,0.26,-1.72,-0.81,-0.91
5821,2013-14,Steve Blake,LAL/GSW,1498,PG,Secondary Ball Handler,0.50,-1.72,-1.21,-0.51
5822,2019-20,William Howard,HOU,13,PF,Off Screen Shooter,0.00,-1.72,-1.44,-0.29
5823,2023-24,Reggie Jackson,DEN,976,PG,Primary Ball Handler,0.45,-1.72,-0.25,-1.47
5824,2023-24,Trey Lyles,SAC,533,PF,Athletic Finisher,0.26,-1.72,-1.23,-0.48
5825,2016-17,Axel Toupane,MIL/NOP,47,SF,Off Screen Shooter,0.00,-1.73,-1.39,-0.34
5826,2017-18,Courtney Lee,NYK,2310,SG,Secondary Ball Handler,0.90,-1.73,-0.71,-1.02
5827,2017-18,DJ Wilson,MIL,71,PF,Stretch Big,0.00,-1.73,-1.28,-0.45
5828,2010-11,Ed Davis,TOR,1602,PF,Roll + Cut Big,0.60,-1.73,-1.24,-0.49
5829,2017-18,Jaylen Morris,ATL,98,SG,Stationary Shooter,0.00,-1.73,-2.00,0.27
5830,2021-22,Josh Green,DAL,1039,SG,Athletic Finisher,0.40,-1.73,-2.06,0.33
5831,2013-14,Justin Hamilton,CHA/MIA,72,C,Stretch Big,0.00,-1.73,-0.99,-0.74
5832,2018-19,Kris Dunn,CHI,1389,PG,Slasher,0.60,-1.73,-1.79,0.05
5833,2019-20,Kyle Alexander,MIA,13,C,Athletic Finisher,0.00,-1.73,-1.70,-0.02
5834,2009-10,Luther Head,IND,813,SG,Secondary Ball Handler,0.31,-1.73,-0.93,-0.80
5835,2019-20,Marko Guduric,MEM,484,SG,Secondary Ball Handler,0.20,-1.73,-1.65,-0.08
5836,2017-18,Mike Scott,WAS,1406,PF,Stretch Big,0.50,-1.73,-0.49,-1.25
5837,2014-15,Nate Wolters,MIL/NOP,247,PG,Secondary Ball Handler,0.10,-1.73,-1.51,-0.22
5838,2014-15,Omri Casspi,SAC,1416,SF,Athletic Finisher,0.50,-1.73,-0.44,-1.28
5839,2019-20,Ryan Anderson,HOU,14,C,Stationary Shooter,0.00,-1.73,-1.39,-0.35
5840,2010-11,Ryan Hollins,CLE,1182,C,Roll + Cut Big,0.44,-1.73,-2.20,0.48
5841,2014-15,Tony Wroten,PHI,895,PG,Secondary Ball Handler,0.30,-1.73,0.24,-1.97
5842,2023-24,Jarred Vanderbilt,LAL,399,PF,Stretch Big,0.18,-1.73,-2.63,0.90
5843,2020-21,Aaron Nesmith,BOS,669,SF,Stationary Shooter,0.30,-1.74,-1.47,-0.26
5844,2020-21,Abdel Nader,PHO,355,SF,Stationary Shooter,0.10,-1.74,-1.63,-0.10
5845,2019-20,Avery Bradley,LAL,1186,SG,Movement Shooter,0.50,-1.74,-1.23,-0.52
5846,2012-13,Ben Hansbrough,IND,200,PG,Primary Ball Handler,0.07,-1.74,-1.25,-0.49
5847,2016-17,Bobby Portis,CHI,1000,PF,Athletic Finisher,0.40,-1.74,-1.29,-0.45
5848,2018-19,DeAndre' Bembry,ATL,1931,SG,Athletic Finisher,0.80,-1.74,-1.51,-0.23
5849,2015-16,Devyn Marble,ORL,249,SG,Off Screen Shooter,0.10,-1.74,-1.73,-0.01
5850,2011-12,Dominic McGuire,GSW,1127,PF,Athletic Finisher,0.38,-1.74,-2.43,0.69
5851,2014-15,E'Twaun Moore,CHI,504,SG,Slasher,0.20,-1.74,-1.35,-0.39
5852,2020-21,Grant Riller,CHA,27,PG,Movement Shooter,0.00,-1.74,-1.57,-0.17
5853,2019-20,Joakim Noah,LAC,50,C,Roll + Cut Big,0.00,-1.74,-1.59,-0.15
5854,2018-19,Jodie Meeks,TOR,104,SG,Off Screen Shooter,0.00,-1.74,-0.77,-0.97
5855,2022-23,Mamadi Diakite,CLE,176,PF,Stretch Big,0.10,-1.74,-1.70,-0.05
5856,2010-11,Michael Beasley,MIN,2361,SF,Shot Creator,0.87,-1.74,-0.87,-0.87
5857,2019-20,Nicolo Melli,NOP,1042,C,Stretch Big,0.40,-1.74,-1.84,0.10
5858,2009-10,Othello Hunter,ATL,33,SF,Low Minute,0.01,-1.74,-0.88,-0.86
5859,2012-13,Quincy Pondexter,MEM,1243,SF,Stationary Shooter,0.43,-1.74,-0.71,-1.03
5860,2017-18,RJ Hunter,HOU,45,SG,Secondary Ball Handler,0.00,-1.74,-1.01,-0.73
5861,2022-23,Rui Hachimura,WAS/LAL,1466,PF,Athletic Finisher,0.60,-1.74,-1.74,0.00
5862,2017-18,Shane Larkin,BOS,775,PG,Secondary Ball Handler,0.30,-1.74,-1.70,-0.04
5863,2022-23,Tre Mann,OKC,1183,PG,Secondary Ball Handler,0.50,-1.74,-1.15,-0.59
5864,2019-20,Anzejs Pasecniks,WAS,437,C,Roll + Cut Big,0.20,-1.75,-1.70,-0.05
5865,2014-15,Channing Frye,ORL,1870,PF,Movement Shooter,0.60,-1.75,-1.34,-0.41
5866,2018-19,DeVaughn Akoon-Purcell,DEN,22,SG,Stationary Shooter,0.00,-1.75,-1.57,-0.18
5867,2017-18,Dwight Buycks,DET,427,PG,Shot Creator,0.20,-1.75,-1.24,-0.51
5868,2017-18,James Michael McAdoo,PHI,18,PF,Stationary Shooter,0.00,-1.75,-1.24,-0.52
5869,2015-16,Jeff Green,MEM/LAC,2253,SF,Shot Creator,0.80,-1.75,-1.11,-0.64
5870,2016-17,Joe Young,IND,135,PG,Secondary Ball Handler,0.10,-1.75,-1.11,-0.64
5871,2022-23,John Butler Jr,POR,221,C,Movement Shooter,0.10,-1.75,-1.79,0.04
5872,2020-21,Jordan Poole,GSW,988,SG,Off Screen Shooter,0.40,-1.75,0.46,-2.21
5873,2019-20,Josh Gray,NOP,23,PG,Slasher,0.00,-1.75,-1.87,0.12
5874,2020-21,Kyle Guy,SAC,235,PG,Movement Shooter,0.10,-1.75,-1.04,-0.71
5875,2011-12,Marquis Daniels,BOS,484,SG,Athletic Finisher,0.16,-1.75,-1.97,0.22
5876,2009-10,Mike Wilks,OKC,59,PG,Low Minute,0.02,-1.75,-0.72,-1.03
5877,2020-21,Nassir Little,POR,640,PF,Stationary Shooter,0.30,-1.75,-0.65,-1.10
5878,2015-16,OJ Mayo,MIL,1090,SG,Stationary Shooter,0.40,-1.75,-1.75,0.00
5879,2015-16,Richard Jefferson,CLE,1326,SF,Stationary Shooter,0.50,-1.75,-1.52,-0.23
5880,2009-10,Sonny Weems,TOR,1368,SG,Athletic Finisher,0.50,-1.75,-0.61,-1.13
5881,2018-19,Trevon Duval,MIL,6,PG,Secondary Ball Handler,0.00,-1.75,-1.34,-0.41
5882,2010-11,Will Bynum,DET,1125,PG,Shot Creator,0.40,-1.75,-0.31,-1.44
5883,2023-24,Danny Green,PHI,18,SG,Low Minute,0.01,-1.75,-0.75,-1.00
5884,2023-24,Ricky Council IV,PHI,6,SG,Low Minute,0.00,-1.75,-0.66,-1.08
5885,2019-20,Brian Bowen II,IND,31,SF,Off Screen Shooter,0.00,-1.76,-1.50,-0.26
5886,2011-12,Cory Joseph,SAS,266,PG,Primary Ball Handler,0.09,-1.76,-0.53,-1.23
5887,2019-20,Courtney Lee,DAL,345,SG,Movement Shooter,0.10,-1.76,-1.36,-0.40
5888,2017-18,Dante Cunningham,NOP/BRK,1562,SF,Stretch Big,0.60,-1.76,-1.62,-0.14
5889,2011-12,DeMar DeRozan,TOR,2206,SG,Off Screen Shooter,0.71,-1.76,0.03,-1.80
5890,2013-14,Derrick Rose,CHI,311,PG,Slasher,0.10,-1.76,-0.60,-1.15
5891,2019-20,Gary Payton II,WAS,432,SF,Athletic Finisher,0.20,-1.76,-2.09,0.33
5892,2010-11,Ike Diogu,LAC,470,PF,Roll + Cut Big,0.17,-1.76,-0.85,-0.91
5893,2016-17,Iman Shumpert,CLE,1937,SG,Secondary Ball Handler,0.70,-1.76,-1.10,-0.66
5894,2018-19,Jon Leuer,DET,402,PF,Post Scorer,0.20,-1.76,-1.98,0.22
5895,2012-13,Lance Thomas,NOH,646,SF,Athletic Finisher,0.22,-1.76,-1.55,-0.21
5896,2019-20,Malik Beasley,DEN/MIN,1209,SG,Movement Shooter,0.50,-1.76,-0.45,-1.31
5897,2015-16,Marcelo Huertas,LAL,869,PG,Secondary Ball Handler,0.30,-1.76,-0.94,-0.83
5898,2013-14,Mo Williams,POR,1834,PG,Primary Ball Handler,0.60,-1.76,0.03,-1.79
5899,2019-20,Norvel Pelle,PHI,232,C,Roll + Cut Big,0.10,-1.76,-3.24,1.48
5900,2022-23,Otto Porter Jr,TOR,146,SF,Stretch Big,0.10,-1.76,-1.22,-0.54
5901,2016-17,Paul Pierce,LAC,277,SF,Stationary Shooter,0.10,-1.76,-1.74,-0.02
5902,2016-17,Randy Foye,BRK,1284,SG,Secondary Ball Handler,0.50,-1.76,-1.99,0.22
5903,2015-16,Raul Neto,UTA,1499,PG,Stationary Shooter,0.50,-1.76,-1.36,-0.40
5904,2016-17,Reggie Williams,NOP,79,SF,Stationary Shooter,0.00,-1.76,-1.37,-0.39
5905,2012-13,Samardo Samuels,CLE,196,C,Low Minute,0.07,-1.76,-1.65,-0.10
5906,2015-16,Shane Larkin,BRK,1751,PG,Slasher,0.60,-1.76,-0.85,-0.92
5907,2012-13,Shannon Brown,PHO,1402,SG,Secondary Ball Handler,0.47,-1.76,-0.17,-1.60
5908,2018-19,Taurean Prince,ATL,1552,SF,Secondary Ball Handler,0.60,-1.76,-0.77,-1.00
5909,2020-21,Trey Lyles,SAS,358,PF,Stationary Shooter,0.10,-1.76,-1.81,0.05
5910,2017-18,Wesley Matthews,DAL,2131,SF,Off Screen Shooter,0.80,-1.76,-0.72,-1.05
5911,2023-24,Dalano Banton,BOS,144,PG,Athletic Finisher,0.06,-1.76,-0.81,-0.95
5912,2021-22,Aaron Nesmith,BOS,574,SF,Stationary Shooter,0.20,-1.77,-1.51,-0.26
5913,2022-23,Collin Sexton,UTA,1145,SG,Slasher,0.50,-1.77,0.12,-1.89
5914,2019-20,Grant Williams,BOS,1043,PF,Stretch Big,0.40,-1.77,-2.24,0.46
5915,2013-14,Jason Smith,NOP,830,PF,Athletic Finisher,0.30,-1.77,-1.76,-0.01
5916,2011-12,Josh Davis,MEM,130,PF,Low Minute,0.04,-1.77,-0.81,-0.96
5917,2022-23,Khem Birch,TOR,162,C,Roll + Cut Big,0.10,-1.77,-2.08,0.32
5918,2019-20,Kostas Antetokounmpo,LAL,20,PF,Roll + Cut Big,0.00,-1.77,-1.28,-0.49
5919,2020-21,Landry Shamet,BRK,1403,SG,Movement Shooter,0.60,-1.77,-0.28,-1.48
5920,2010-11,Leandro Barbosa,TOR,1395,SG,Primary Ball Handler,0.49,-1.77,0.88,-2.65
5921,2017-18,Myke Henry,MEM,378,SF,Athletic Finisher,0.10,-1.77,-1.25,-0.52
5922,2019-20,Thaddeus Young,CHI,1591,PF,Stretch Big,0.60,-1.77,-1.88,0.11
5923,2013-14,Arron Afflalo,ORL,2552,SG,Shot Creator,0.80,-1.78,0.08,-1.86
5924,2020-21,DJ Augustin,MIL/HOU,1129,PG,Secondary Ball Handler,0.40,-1.78,0.06,-1.84
5925,2019-20,Daryl Macon,MIA,14,PG,Secondary Ball Handler,0.00,-1.78,-1.74,-0.04
5926,2022-23,Davion Mitchell,SAC,1447,PG,Stationary Shooter,0.60,-1.78,-1.37,-0.41
5927,2022-23,Dominick Barlow,SAS,408,SF,Roll + Cut Big,0.20,-1.78,-2.13,0.34
5928,2021-22,Furkan Korkmaz,PHI,1414,SG,Secondary Ball Handler,0.50,-1.78,-0.62,-1.16
5929,2018-19,Greg Monroe,TOR/BOS/PHI,480,C,Post Scorer,0.20,-1.78,-1.35,-0.43
5930,2015-16,Jabari Parker,MIL,2408,PF,Shot Creator,0.80,-1.78,-0.51,-1.27
5931,2022-23,Jonathan Kuminga,GSW,1394,PF,Athletic Finisher,0.60,-1.78,-1.72,-0.05
5932,2014-15,Kevin Martin,MIN,1302,SG,Shot Creator,0.40,-1.78,0.90,-2.68
5933,2017-18,Malcolm Delaney,ATL,1014,PG,Secondary Ball Handler,0.40,-1.78,-0.76,-1.02
5934,2013-14,Michael Beasley,MIA,831,SF,Athletic Finisher,0.30,-1.78,-0.45,-1.33
5935,2020-21,Saben Lee,DET,781,PG,Slasher,0.30,-1.78,-1.32,-0.46
5936,2019-20,Taj Gibson,NYK,1025,C,Roll + Cut Big,0.40,-1.78,-1.95,0.17
5937,2021-22,Wesley Matthews,MIL,1002,SG,Stationary Shooter,0.40,-1.78,-1.29,-0.48
5938,2013-14,Allen Crabbe,POR,100,SG,Off Screen Shooter,0.00,-1.79,-1.42,-0.37
5939,2020-21,Brad Wanamaker,GSW/CHA,1053,PG,Secondary Ball Handler,0.40,-1.79,-2.66,0.87
5940,2012-13,Daniel Gibson,CLE,919,PG,Off Screen Shooter,0.29,-1.79,-0.96,-0.83
5941,2018-19,Daniel Hamilton,ATL,204,SG,Secondary Ball Handler,0.10,-1.79,-1.81,0.02
5942,2020-21,Didi Louzada,NOP,56,SF,Low Minute,0.00,-1.79,-1.92,0.13
5943,2013-14,Evan Turner,PHI/IND,2457,SF,Shot Creator,0.80,-1.79,-1.54,-0.25
5944,2020-21,James Johnson,DAL/NOP,1043,PF,Stationary Shooter,0.40,-1.79,-1.93,0.14
5945,2017-18,Jonathan Isaac,ORL,536,PF,Stretch Big,0.20,-1.79,-3.54,1.75
5946,2020-21,Justin Robinson,OKC,88,PG,Secondary Ball Handler,0.00,-1.79,-1.74,-0.05
5947,2019-20,KZ Okpala,MIA,26,PF,Athletic Finisher,0.00,-1.79,-1.72,-0.07
5948,2020-21,Killian Tillie,MEM,182,C,Stationary Shooter,0.10,-1.79,-1.74,-0.05
5949,2013-14,Lance Thomas,NOP,42,SF,Roll + Cut Big,0.00,-1.79,-1.21,-0.58
5950,2011-12,Michael Beasley,MIN,1087,SF,Shot Creator,0.33,-1.79,-0.64,-1.15
5951,2018-19,Quincy Pondexter,SAS,292,SF,Athletic Finisher,0.10,-1.79,-1.36,-0.43
5952,2019-20,Zylan Cheatham,NOP,51,PF,Athletic Finisher,0.00,-1.79,-1.72,-0.06
5953,2011-12,DeAndre Liggins,ORL,115,SF,Low Minute,0.03,-1.80,-1.53,-0.27
5954,2011-12,Dexter Pittman,MIA,301,C,Post Scorer,0.09,-1.80,-2.01,0.22
5955,2012-13,Dominic McGuire,IND/NOH/TOR,387,SF,Movement Shooter,0.12,-1.80,-1.83,0.04
5956,2021-22,Eric Paschall,UTA,736,PF,Stationary Shooter,0.30,-1.80,-0.10,-1.71
5957,2018-19,Garrett Temple,MEM/LAC,2040,SG,Movement Shooter,0.70,-1.80,-2.63,0.83
5958,2016-17,Georges Niang,IND,93,PF,Stretch Big,0.00,-1.80,-1.52,-0.29
5959,2014-15,Greg Stiemsma,TOR,66,C,Roll + Cut Big,0.00,-1.80,-1.29,-0.51
5960,2021-22,Haywood Highsmith,MIA,163,SF,Athletic Finisher,0.10,-1.80,-1.20,-0.60
5961,2021-22,Ish Wainright,PHO,359,PF,Athletic Finisher,0.10,-1.80,-1.43,-0.37
5962,2013-14,Jordan Farmar,LAL,912,PG,Shot Creator,0.30,-1.80,-0.47,-1.33
5963,2017-18,Ramon Sessions,NYK/WAS,392,PG,Slasher,0.10,-1.80,-1.05,-0.76
5964,2016-17,Shaun Livingston,GSW,1345,PG,Shot Creator,0.40,-1.80,-1.07,-0.74
5965,2022-23,Wesley Matthews,MIL,820,SG,Movement Shooter,0.30,-1.80,-1.81,0.01
5966,2023-24,Ousmane Dieng,OKC,250,PF,Stationary Shooter,0.10,-1.80,-0.29,-1.51
5967,2021-22,Ayo Dosunmu,CHI,2110,SG,Stationary Shooter,0.80,-1.81,-1.39,-0.42
5968,2017-18,Bogdan Bogdanovic,SAC,2175,SG,Secondary Ball Handler,0.70,-1.81,-0.56,-1.25
5969,2016-17,Briante Weber,GSW/CHA,205,PG,Roll + Cut Big,0.10,-1.81,-1.29,-0.52
5970,2020-21,Cam Reddish,ATL,750,SF,Movement Shooter,0.30,-1.81,-1.34,-0.47
5971,2010-11,Christian Eyenga,CLE,947,SF,Stationary Shooter,0.31,-1.81,-2.27,0.47
5972,2011-12,Corey Maggette,CHA,881,SF,Athletic Finisher,0.25,-1.81,-0.69,-1.12
5973,2009-10,Daequan Cook,MIA,691,SG,Secondary Ball Handler,0.23,-1.81,-1.29,-0.52
5974,2014-15,Dante Exum,UTA,1817,PG,Stationary Shooter,0.50,-1.81,-1.68,-0.13
5975,2013-14,Derrick Williams,MIN/SAC,1820,PF,Shot Creator,0.60,-1.81,-0.75,-1.06
5976,2021-22,Grant Williams,BOS,1875,PF,Stationary Shooter,0.70,-1.81,-1.82,0.01
5977,2014-15,Jerami Grant,PHI,1377,SF,Athletic Finisher,0.40,-1.81,-2.16,0.35
5978,2018-19,Jordan Loyd,TOR,55,PG,Movement Shooter,0.00,-1.81,-1.34,-0.47
5979,2017-18,Kadeem Allen,BOS,107,PG,Athletic Finisher,0.00,-1.81,-1.47,-0.34
5980,2015-16,Lance Thomas,NYK,1313,PF,Athletic Finisher,0.40,-1.81,-0.45,-1.35
5981,2009-10,Mario West,ATL,142,SG,Low Minute,0.05,-1.81,-1.50,-0.31
5982,2020-21,Marquese Chriss,GSW,27,PF,Stretch Big,0.00,-1.81,-1.80,0.00
5983,2013-14,Peyton Siva,DET,224,SG,Shot Creator,0.10,-1.81,-1.42,-0.39
5984,2019-20,Rayjon Tucker,UTA,161,SG,Movement Shooter,0.10,-1.81,-1.22,-0.59
5985,2010-11,Sebastian Telfair,MIN,711,PG,Shot Creator,0.23,-1.81,-0.51,-1.30
5986,2018-19,Tony Parker,CHA,1003,PG,Slasher,0.30,-1.81,-0.22,-1.59
5987,2019-20,Zhaire Smith,PHI,32,SF,Athletic Finisher,0.00,-1.81,-1.54,-0.28
5988,2016-17,Austin Rivers,LAC,2054,SG,Shot Creator,0.70,-1.82,-0.15,-1.67
5989,2019-20,Chandler Hutchison,CHI,527,SF,Athletic Finisher,0.20,-1.82,-1.64,-0.18
5990,2010-11,Chris Johnson,BOS/POR,139,C,Low Minute,0.04,-1.82,-1.63,-0.19
5991,2019-20,Devontae Cacok,LAL,9,C,Roll + Cut Big,0.00,-1.82,-1.36,-0.46
5992,2011-12,Drew Gooden,MIL,1469,C,Stretch Big,0.41,-1.82,0.07,-1.89
5993,2022-23,Dyson Daniels,NOP,1042,PG,Stationary Shooter,0.40,-1.82,-2.76,0.94
5994,2017-18,JR Smith,CLE,2244,SG,Off Screen Shooter,0.70,-1.82,-0.78,-1.04
5995,2022-23,Jared Rhoden,DET,198,SG,Athletic Finisher,0.10,-1.82,-1.49,-0.33
5996,2011-12,Jason Kapono,LAL,269,SG,Off Screen Shooter,0.08,-1.82,-0.88,-0.94
5997,2020-21,Jeremiah Martin,CLE,75,PG,Secondary Ball Handler,0.00,-1.82,-1.81,0.00
5998,2011-12,Jerry Stackhouse,ATL,273,SF,Athletic Finisher,0.08,-1.82,-1.51,-0.30
5999,2016-17,Jonas Jerebko,BOS,1232,PF,Athletic Finisher,0.40,-1.82,-1.13,-0.69
6000,2016-17,Jose Calderon,LAL/ATL,539,PG,Secondary Ball Handler,0.20,-1.82,-1.50,-0.31
6001,2019-20,Justin Patton,OKC,24,C,Stretch Big,0.00,-1.82,-1.38,-0.44
6002,2014-15,Lester Hudson,LAC,56,SG,Secondary Ball Handler,0.00,-1.82,-1.41,-0.41
6003,2019-20,Luc Mbah a Moute,HOU,25,PF,Athletic Finisher,0.00,-1.82,-1.46,-0.36
6004,2021-22,Marcus Morris Sr,LAC,1564,PF,Shot Creator,0.60,-1.82,-0.44,-1.38
6005,2014-15,Nate Robinson,DEN/LAC,591,PG,Secondary Ball Handler,0.20,-1.82,-0.95,-0.87
6006,2019-20,Omari Spellman,GSW,886,C,Stretch Big,0.30,-1.82,-1.81,-0.01
6007,2016-17,Pascal Siakam,TOR,859,PF,Roll + Cut Big,0.30,-1.82,-3.11,1.28
6008,2012-13,Royal Ivey,PHI,698,SG,Stationary Shooter,0.21,-1.82,-1.98,0.15
6009,2011-12,Tayshaun Prince,DET,2087,SF,Athletic Finisher,0.59,-1.82,-0.81,-1.01
6010,2017-18,Walt Lemon Jr,NOP,35,PG,Slasher,0.00,-1.82,-1.35,-0.47
6011,2023-24,Ayo Dosunmu,CHI,912,SG,Stationary Shooter,0.38,-1.82,-1.07,-0.75
6012,2023-24,Justin Holiday,DEN,323,SG,Movement Shooter,0.13,-1.82,-1.63,-0.19
6013,2023-24,PJ Washington,CHA,912,PF,Stationary Shooter,0.37,-1.82,-1.11,-0.72
6014,2019-20,Andre Roberson,OKC,87,SF,Athletic Finisher,0.00,-1.83,-2.07,0.24
6015,2020-21,Aron Baynes,TOR,980,C,Stretch Big,0.30,-1.83,-2.66,0.83
6016,2020-21,Axel Toupane,MIL,61,SF,Athletic Finisher,0.00,-1.83,-2.10,0.27
6017,2021-22,Cassius Stanley,DET,155,SG,Athletic Finisher,0.10,-1.83,-1.44,-0.39
6018,2009-10,Charlie Villanueva,DET,1848,PF,Post Scorer,0.57,-1.83,-0.25,-1.58
6019,2013-14,Chase Budinger,MIN,751,SF,Off Screen Shooter,0.20,-1.83,-0.34,-1.49
6020,2014-15,Chase Budinger,MIN,1286,SF,Off Screen Shooter,0.40,-1.83,-0.75,-1.08
6021,2019-20,Cody Zeller,CHA,1341,C,Roll + Cut Big,0.50,-1.83,-1.15,-0.68
6022,2020-21,Daniel Oturu,LAC,161,C,Post Scorer,0.10,-1.83,-1.77,-0.06
6023,2019-20,Dewan Hernandez,TOR,28,C,Roll + Cut Big,0.00,-1.83,-1.60,-0.22
6024,2015-16,Dion Waiters,OKC,2152,SG,Shot Creator,0.60,-1.83,-0.89,-0.95
6025,2015-16,Greg Smith,MIN,192,PF,Roll + Cut Big,0.10,-1.83,-1.59,-0.24
6026,2009-10,J.R. Giddens,BOS/NYK,239,SF,Athletic Finisher,0.08,-1.83,-1.43,-0.40
6027,2011-12,Jamaal Tinsley,UTA,507,PG,Primary Ball Handler,0.14,-1.83,-0.45,-1.38
6028,2016-17,James Jones,CLE,381,SF,Movement Shooter,0.10,-1.83,-1.40,-0.43
6029,2013-14,Jason Maxiell,ORL,488,PF,Post Scorer,0.10,-1.83,-2.91,1.08
6030,2017-18,Jose Calderon,CLE,914,PG,Secondary Ball Handler,0.30,-1.83,-1.25,-0.58
6031,2015-16,Kelly Oubre Jr,WAS,671,SF,Athletic Finisher,0.20,-1.83,-1.68,-0.15
6032,2014-15,PJ Hairston,CHA,687,SG,Movement Shooter,0.20,-1.83,-1.17,-0.65
6033,2015-16,Pablo Prigioni,LAC,823,PG,Secondary Ball Handler,0.20,-1.83,-1.49,-0.34
6034,2021-22,Patrick Williams,CHI,422,PF,Athletic Finisher,0.10,-1.83,-1.62,-0.21
6035,2018-19,Reggie Bullock,DET/LAL,1879,SG,Off Screen Shooter,0.60,-1.83,-0.73,-1.10
6036,2019-20,Shamorie Ponds,TOR,11,PG,Athletic Finisher,0.00,-1.83,-1.46,-0.37
6037,2014-15,Steve Novak,UTA/OKC,197,PF,Stationary Shooter,0.10,-1.83,-0.72,-1.11
6038,2018-19,Tony Bradley,UTA,36,C,Roll + Cut Big,0.00,-1.83,-1.37,-0.46
6039,2023-24,Deandre Ayton,POR,760,C,Post Scorer,0.30,-1.83,-2.27,0.44
6040,2023-24,Jae'Sean Tate,HOU,716,SF,Athletic Finisher,0.28,-1.83,-2.73,0.89
6041,2014-15,DJ Augustin,DET/OKC,1964,PG,Primary Ball Handler,0.50,-1.84,0.24,-2.07
6042,2016-17,Donatas Motiejunas,NOP,479,PF,Stretch Big,0.10,-1.84,-1.74,-0.10
6043,2016-17,Jared Sullinger,TOR,118,PF,Stretch Big,0.00,-1.84,-1.67,-0.17
6044,2018-19,Jawun Evans,PHO/OKC,65,PG,Secondary Ball Handler,0.00,-1.84,-1.66,-0.19
